date,nav_regular_growth,nav_direct_growth
2014-09-26,18.7038,18.8205
2014-09-29,18.7209,18.8383
2014-09-30,18.7402,18.8579
2014-10-01,18.7448,18.8627
2014-10-07,18.7673,18.8864
2014-10-08,18.7440,18.8631
2014-10-09,18.7637,18.8832
2014-10-10,18.7786,18.8983
2014-10-13,18.7785,18.8988
2014-10-14,18.7783,18.8987
2014-10-16,18.7972,18.9181
2014-10-17,18.7787,18.8997
2014-10-20,18.8007,18.9223
2014-10-21,18.8015,18.9233
2014-10-22,18.8066,18.9287
2014-10-27,18.8316,18.9547
2014-10-28,18.8246,18.9479
2014-10-29,18.8417,18.9653
2014-10-30,18.8404,18.9641
2014-10-31,18.8572,18.9812
2014-11-03,18.8478,18.9723
2014-11-05,18.8590,18.9840
2014-11-07,18.8576,18.9829
2014-11-10,18.8645,18.9904
2014-11-11,18.8760,19.0021
2014-11-12,18.8679,18.9941
2014-11-13,18.8837,19.0102
2014-11-14,18.8729,18.9996
2014-11-17,18.8810,19.0082
2014-11-18,18.8792,19.0066
2014-11-19,18.8836,19.0112
2014-11-20,18.8981,19.0259
2014-11-21,18.9127,19.0408
2014-11-24,18.9188,19.0475
2014-11-25,18.9248,19.0538
2014-11-26,18.9229,19.0520
2014-11-27,18.9205,19.0498
2014-11-28,18.9316,19.0611
2014-12-01,18.9443,19.0744
2014-12-02,18.9319,19.0621
2014-12-03,18.9371,19.0675
2014-12-04,18.9505,19.0812
2014-12-05,18.9535,19.0844
2014-12-08,18.9538,19.0852
2014-12-09,18.9526,19.0842
2014-12-10,18.9445,19.0763
2014-12-11,18.9515,19.0835
2014-12-12,18.9551,19.0873
2014-12-15,18.9650,19.0978
2014-12-16,18.9641,19.0971
2014-12-17,18.9995,19.1328
2014-12-18,19.0091,19.1427
2014-12-19,19.0252,19.1591
2014-12-22,19.0193,19.1536
2014-12-23,19.0395,19.1742
2014-12-24,18.9821,19.1166
2014-12-26,19.0342,19.1694
2014-12-29,19.0403,19.1761
2014-12-30,19.0447,19.1807
2014-12-31,19.0565,19.1928
2015-01-01,19.0647,19.2012
2015-01-02,19.0615,19.1982
2015-01-05,19.0870,19.2244
2015-01-06,19.1234,19.2613
2015-01-07,19.1084,19.2462
2015-01-08,19.1182,19.2564
2015-01-09,19.1256,19.2639
2015-01-12,19.1083,19.2471
2015-01-13,19.1416,19.2808
2015-01-14,19.1323,19.2716
2015-01-15,19.1383,19.2778
2015-01-16,19.1260,19.2656
2015-01-19,19.1393,19.2796
2015-01-20,19.1461,19.2866
2015-01-21,19.1534,19.2942
2015-01-22,19.1572,19.2982
2015-01-23,19.1703,19.3115
2015-01-27,19.1840,19.3261
2015-01-28,19.2044,19.3468
2015-01-29,19.2183,19.3610
2015-01-30,19.2139,19.3567
2015-02-02,19.2148,19.3584
2015-02-03,19.2321,19.3760
2015-02-04,19.2326,19.3768
2015-02-05,19.2642,19.4090
2015-02-06,19.2473,19.3923
2015-02-09,19.2731,19.4191
2015-02-10,19.2580,19.4041
2015-02-11,19.2565,19.4029
2015-02-12,19.2575,19.4042
2015-02-13,19.2677,19.4148
